Code,Dataset,BIOME,Species,GF,Decid.E.green,Needle.Broad.lf,C3C4,N2.fixer,log.LL,log.LMA,log.Nmass,log.Narea,log.Pmass,log.Parea,log.Amass,log.Aarea,log.Gs,log.Rdmass,log.Rdarea,Ca...Ci
924,Kudo_Cornelissen_Abisko,TUNDRA,Dryas octopetala,S,E,B,C3,N,0.44,1.97,0.306,0.28,NA,NA,NA,NA,NA,NA,NA,NA
925,Kudo_Cornelissen_Abisko,TUNDRA,Elytrigia repens,G,,B,C3,N,NA,1.62,0.388,0.005,NA,NA,NA,NA,NA,NA,NA,NA
926,Kudo_Cornelissen_Abisko,TUNDRA,Empetrum hermaphroditum,S,E,B,,N,1.61,2.25,-0.108,0.14,NA,NA,NA,NA,NA,NA,NA,NA
927,Kudo_Cornelissen_Abisko,TUNDRA,Empetrum nigrum,S,E,B,C3,N,1.61,1.94,0.078,0.019,NA,NA,1.6,0.54,NA,NA,NA,NA
928,Kudo_Cornelissen_Abisko,TUNDRA,Equisetum sylvaticum,F,,B,C3,N,NA,1.61,0.363,-0.025,NA,NA,NA,NA,NA,NA,NA,NA
929,Kudo_Cornelissen_Abisko,TUNDRA,Eriophorum angustifolium,G,,B,C3,N,NA,1.88,0.409,0.293,NA,NA,NA,NA,NA,NA,NA,NA
930,Kudo_Cornelissen_Abisko,TUNDRA,Euphrasia frigida,H,,B,C3,N,NA,1.49,0.73,0.217,NA,NA,NA,NA,NA,NA,NA,NA
931,Kudo_Cornelissen_Abisko,TUNDRA,Filipendula ulmaria,H,,B,C3,N,NA,1.55,0.444,-0.009,NA,NA,NA,NA,NA,NA,NA,NA
932,Kudo_Cornelissen_Abisko,TUNDRA,Geranium sylvaticum,H,,B,C3,N,NA,1.66,0.435,0.099,NA,NA,NA,NA,NA,NA,NA,NA
933,Kudo_Cornelissen_Abisko,TUNDRA,Gymnocarpium dryopteris,H,,B,C3,N,NA,1.45,0.217,-0.333,NA,NA,NA,NA,NA,NA,NA,NA
934,Kudo_Cornelissen_Abisko,TUNDRA,Juncus arcticus,G,,B,C3,N,NA,2.36,0.349,0.705,NA,NA,NA,NA,NA,NA,NA,NA
935,Kudo_Cornelissen_Abisko,TUNDRA,Juniperus communis,S,E,N,C3,N,NA,2.22,0.059,0.281,NA,NA,NA,NA,NA,NA,NA,NA
936,Kudo_Cornelissen_Abisko,TUNDRA,Lathyrus pratensis,H,,B,C3,Y,NA,1.53,0.687,0.218,NA,NA,NA,NA,NA,NA,NA,NA
937,Kudo_Cornelissen_Abisko,TUNDRA,Loiseleuria procumbens,S,E,,,N,1.57,2.4,-0.149,0.249,NA,NA,NA,NA,NA,NA,NA,NA
938,Kudo_Cornelissen_Abisko,TUNDRA,Lycopodium annotinum,F,E,B,C3,N,NA,NA,-0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,Kudo_Cornelissen_Abisko,TUNDRA,Matteuccia struthiopteris,F,,B,C3,N,NA,1.57,0.517,0.083,NA,NA,NA,NA,NA,NA,NA,NA
940,Kudo_Cornelissen_Abisko,TUNDRA,Melampyrum sylvaticum,H,,B,C3,N,NA,1.5,0.27,-0.233,NA,NA,NA,NA,NA,NA,NA,NA
941,Kudo_Cornelissen_Abisko,TUNDRA,Orthilia secunda,H,,B,C3,N,NA,1.75,0.273,0.019,NA,NA,NA,NA,NA,NA,NA,NA
942,Kudo_Cornelissen_Abisko,TUNDRA,Pedicularis lapponica,H,D,B,C3,N,0.32,1.79,0.488,0.254,NA,NA,NA,NA,NA,NA,NA,NA
943,Kudo_Cornelissen_Abisko,TUNDRA,Pedicularis sceptrum-carolinum,H,,B,C3,N,NA,1.81,0.269,0.076,NA,NA,NA,NA,NA,NA,NA,NA
944,Kudo_Cornelissen_Abisko,TUNDRA,Phyllodoce caerulea,S,E,,,N,1.45,2.08,-0.081,-0.005,NA,NA,NA,NA,NA,NA,NA,NA
945,Kudo_Cornelissen_Abisko,TUNDRA,Picea abies x obovata,T,E,N,C3,N,NA,2.48,0.122,0.6,NA,NA,NA,NA,NA,NA,NA,NA
946,Kudo_Cornelissen_Abisko,TUNDRA,Pinguicula vulgaris,H,,B,C3,N,NA,1.22,0.2,-0.584,NA,NA,1.79,0,NA,NA,NA,NA
947,Kudo_Cornelissen_Abisko,TUNDRA,Pinus sylvestris,T,E,N,C3,N,NA,2.48,-0.025,0.454,NA,NA,NA,NA,NA,NA,NA,NA
948,Kudo_Cornelissen_Abisko,TUNDRA,Polygonum viviparum,H,,B,C3,N,0.27,1.84,0.5,0.374,NA,NA,NA,NA,NA,NA,NA,NA
949,Kudo_Cornelissen_Abisko,TUNDRA,Populus tremula,T,D,B,C3,N,NA,1.89,0.399,0.285,NA,NA,NA,NA,NA,NA,NA,NA
950,Kudo_Cornelissen_Abisko,TUNDRA,Rhinanthus minor,H,,B,C3,N,NA,1.82,0.55,0.367,NA,NA,NA,NA,NA,NA,NA,NA
951,Kudo_Cornelissen_Abisko,TUNDRA,Rhodiola rosea,H,,B,C3,N,NA,1.53,0.494,0.027,NA,NA,NA,NA,NA,NA,NA,NA
952,Kudo_Cornelissen_Abisko,TUNDRA,Rhododendron lapponicum,S,E,B,C3,N,1.14,2.13,0.222,0.353,NA,NA,NA,NA,NA,NA,NA,NA
953,Kudo_Cornelissen_Abisko,TUNDRA,Ribes spicatum,S,D,B,C3,N,NA,1.52,0.469,-0.008,NA,NA,NA,NA,NA,NA,NA,NA
954,Kudo_Cornelissen_Abisko,TUNDRA,Rubus chamaemorus,H,,B,C3,N,NA,1.91,0.275,0.177,NA,NA,NA,NA,NA,NA,NA,NA
955,Kudo_Cornelissen_Abisko,TUNDRA,Rubus saxatilis,H,,B,C3,N,NA,1.48,0.359,-0.158,NA,NA,NA,NA,NA,NA,NA,NA
956,Kudo_Cornelissen_Abisko,TUNDRA,Rumex obtusififolius,H,,B,C3,N,NA,1.6,0.523,0.127,NA,NA,NA,NA,NA,NA,NA,NA
957,Kudo_Cornelissen_Abisko,TUNDRA,Salix lapponum,S,D,B,C3,N,NA,1.93,0.389,0.323,NA,NA,NA,NA,NA,NA,NA,NA
958,Kudo_Cornelissen_Abisko,TUNDRA,Salix myrsinites,S,D,B,C3,N,0.47,2.07,0.236,0.297,NA,NA,NA,NA,NA,NA,NA,NA
959,Kudo_Cornelissen_Abisko,TUNDRA,Salix reticulata,S,D,B,C3,N,0.51,2.1,0.228,0.325,NA,NA,NA,NA,NA,NA,NA,NA
960,Kudo_Cornelissen_Abisko,TUNDRA,Solidago virgaurea,H,,B,C3,N,NA,1.56,0.457,0.017,NA,NA,NA,NA,NA,NA,NA,NA
961,Kudo_Cornelissen_Abisko,TUNDRA,Sorbus aucuparia,T,D,B,C3,N,NA,1.8,0.287,0.085,NA,NA,NA,NA,NA,NA,NA,NA
962,Kudo_Cornelissen_Abisko,TUNDRA,Tanacetum vulgare,H,,B,C3,N,NA,1.69,0.423,0.112,NA,NA,NA,NA,NA,NA,NA,NA
963,Kudo_Cornelissen_Abisko,TUNDRA,Trifolium pratense,H,,B,C3,Y,NA,1.41,0.674,0.081,NA,NA,NA,NA,NA,NA,NA,NA
964,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium myrtillus,S,D,B,C3,N,0.47,1.73,0.278,0.01,NA,NA,2.01,0.7,NA,NA,NA,NA
965,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium uliginosum,S,D,B,C3,N,0.47,1.89,0.298,0.203,NA,NA,2.01,0.82,NA,NA,NA,NA
966,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium vitis-idaea,S,E,B,C3,N,1.44,2.2,-0.016,0.192,NA,NA,1.6,0.73,NA,NA,NA,NA
967,Kudo_Cornelissen_Abisko,TUNDRA,Viccia cracca,H,,B,C3,Y,NA,1.44,0.735,0.179,NA,NA,NA,NA,NA,NA,NA,NA
968,Kudo_Cornelissen_Latnjajaure,TUNDRA,Arctostaphylos alpina,S,D,B,C3,N,0.39,1.98,0.27,0.252,NA,NA,NA,NA,NA,NA,NA,NA
969,Kudo_Cornelissen_Latnjajaure,TUNDRA,Astragalus alpinus,H,D,B,C3,Y,NA,1.66,0.75,0.412,NA,NA,NA,NA,NA,NA,NA,NA
970,Kudo_Cornelissen_Latnjajaure,TUNDRA,Astragalus frigidus,H,D,B,C3,Y,NA,1.67,0.746,0.418,NA,NA,NA,NA,NA,NA,NA,NA
971,Kudo_Cornelissen_Latnjajaure,TUNDRA,Bartsia alpina,H,D,B,C3,N,NA,1.9,0.391,0.291,NA,NA,NA,NA,NA,NA,NA,NA
972,Kudo_Cornelissen_Latnjajaure,TUNDRA,Betula nana,S,D,B,C3,N,0.32,1.91,0.499,0.41,NA,NA,NA,NA,NA,NA,NA,NA
973,Kudo_Cornelissen_Latnjajaure,TUNDRA,Carex saxatilis,G,,B,C3,N,NA,1.79,0.462,0.253,NA,NA,NA,NA,NA,NA,NA,NA
974,Kudo_Cornelissen_Latnjajaure,TUNDRA,Cassiope tetragona,S,E,B,C3,N,1.59,2.13,0.134,0.259,NA,NA,NA,NA,NA,NA,NA,NA
975,Kudo_Cornelissen_Latnjajaure,TUNDRA,Diapensia lapponica,S,E,,,N,1.63,2.2,0.132,0.328,NA,NA,NA,NA,NA,NA,NA,NA
976,Kudo_Cornelissen_Latnjajaure,TUNDRA,Dryas octopetala,S,E,B,C3,N,0.42,2.06,0.31,0.366,NA,NA,NA,NA,NA,NA,NA,NA
977,Kudo_Cornelissen_Latnjajaure,TUNDRA,Empetrum hermaphroditum,S,E,B,,N,1.62,2.19,-0.015,0.176,NA,NA,NA,NA,NA,NA,NA,NA
978,Kudo_Cornelissen_Latnjajaure,TUNDRA,Juncus trifidus,G,,B,C3,N,NA,1.76,0.509,0.271,NA,NA,NA,NA,NA,NA,NA,NA
979,Kudo_Cornelissen_Latnjajaure,TUNDRA,Loiseleuria procumbens,S,E,,,N,1.72,2.36,0.023,0.388,NA,NA,NA,NA,NA,NA,NA,NA
980,Kudo_Cornelissen_Latnjajaure,TUNDRA,Luzula multiflora,G,,B,C3,N,NA,1.53,0.361,-0.106,NA,NA,NA,NA,NA,NA,NA,NA
981,Kudo_Cornelissen_Latnjajaure,TUNDRA,Oxyria digyna,H,D,B,C3,N,NA,1.79,0.545,0.338,NA,NA,NA,NA,NA,NA,NA,NA
982,Kudo_Cornelissen_Latnjajaure,TUNDRA,Pedicularis hirsuta,H,,B,C3,N,NA,1.69,0.442,0.135,NA,NA,NA,NA,NA,NA,NA,NA
983,Kudo_Cornelissen_Latnjajaure,TUNDRA,Pedicularis lapponica,H,D,B,C3,N,0.35,1.96,0.362,0.32,NA,NA,NA,NA,NA,NA,NA,NA
984,Kudo_Cornelissen_Latnjajaure,TUNDRA,Phleum alpinum,G,,B,C3,N,NA,1.62,0.499,0.117,NA,NA,NA,NA,NA,NA,NA,NA
985,Kudo_Cornelissen_Latnjajaure,TUNDRA,Phyllodoce caerulea,S,E,,,N,1.53,2.11,0.043,0.15,NA,NA,NA,NA,NA,NA,NA,NA
986,Kudo_Cornelissen_Latnjajaure,TUNDRA,Polygonum viviparum,H,,B,C3,N,0.24,1.94,0.57,0.515,NA,NA,NA,NA,NA,NA,NA,NA
987,Kudo_Cornelissen_Latnjajaure,TUNDRA,Potentilla crantzii,H,D,B,C3,N,0.34,1.91,0.428,0.343,NA,NA,NA,NA,NA,NA,NA,NA
988,Kudo_Cornelissen_Latnjajaure,TUNDRA,Ranunculus nivalis,H,D,,,N,0.43,1.7,0.484,0.181,NA,NA,NA,NA,NA,NA,NA,NA
989,Kudo_Cornelissen_Latnjajaure,TUNDRA,Rhododendron lapponicum,S,E,B,C3,N,1.12,2.2,0.272,0.473,NA,NA,NA,NA,NA,NA,NA,NA
990,Kudo_Cornelissen_Latnjajaure,TUNDRA,Rubus chamaemorus,H,,B,C3,N,NA,1.9,0.415,0.318,NA,NA,NA,NA,NA,NA,NA,NA
991,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix herbacea,S,D,B,C3,N,0.42,1.91,0.427,0.345,NA,NA,NA,NA,NA,NA,NA,NA
992,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix myrsinites,S,D,B,C3,N,NA,1.98,0.394,0.372,NA,NA,NA,NA,NA,NA,NA,NA
993,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix polaris,S,D,B,C3,N,0.4,1.92,0.395,0.326,NA,NA,NA,NA,NA,NA,NA,NA
994,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix reticulata,S,D,B,C3,N,0.44,2.04,0.356,0.395,NA,NA,NA,NA,NA,NA,NA,NA
995,Kudo_Cornelissen_Latnjajaure,TUNDRA,Sibbaldia procumbens,H,D,B,C3,N,0.2,1.8,0.461,0.265,NA,NA,NA,NA,NA,NA,NA,NA
996,Kudo_Cornelissen_Latnjajaure,TUNDRA,Trollius europaeus,H,,B,C3,N,NA,1.56,0.398,-0.047,NA,NA,NA,NA,NA,NA,NA,NA
997,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium myrtillus,S,D,B,C3,N,0.34,1.86,0.212,0.076,NA,NA,NA,NA,NA,NA,NA,NA
998,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium uliginosum,S,D,B,C3,N,0.35,1.9,0.398,0.306,NA,NA,NA,NA,NA,NA,NA,NA
999,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium vitis-idaea,S,E,B,C3,N,1.57,2.39,-0.013,0.38,NA,NA,NA,NA,NA,NA,NA,NA
1000,Kudo_Cornelissen_Latnjajaure,TUNDRA,Veronica alpina,H,,B,C3,N,NA,1.56,0.491,0.052,NA,NA,NA,NA,NA,NA,NA,NA
1001,Kudo_Cornelissen_Svalbard,TUNDRA,Cassiope tetragona,S,E,B,C3,N,1.72,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,Kudo_Cornelissen_Svalbard,TUNDRA,Dryas octopetala,S,E,B,C3,N,NA,2.07,0.371,0.443,NA,NA,NA,NA,NA,NA,NA,NA
1003,Kudo_Cornelissen_Svalbard,TUNDRA,Oxyria digyna,H,D,B,C3,N,NA,1.85,0.628,0.48,NA,NA,NA,NA,NA,NA,NA,NA
1004,Kudo_Cornelissen_Svalbard,TUNDRA,Polygonum viviparum,H,,B,C3,N,NA,1.9,0.603,0.506,NA,NA,NA,NA,NA,NA,NA,NA
1005,Kudo_Cornelissen_Svalbard,TUNDRA,Salix polaris,S,D,B,C3,N,NA,1.87,0.587,0.456,NA,NA,NA,NA,NA,NA,NA,NA
1006,Kuppers_Bayreuth,WLAND,Rubus corylifolius,V,D,B,C3,N,0.78,1.85,0.265,0.113,-0.721,-0.874,2.27,1.11,2.3,NA,NA,NA
1007,Kuppers_Bayreuth,WLAND,Prunus spinosa,S,D,B,C3,N,0.76,1.95,0.326,0.281,-0.745,-0.79,2.07,1.02,2.6,NA,NA,NA
1008,Kuppers_Bayreuth,WLAND,Crataegus x macrocarpa,S,D,B,C3,N,0.82,2.04,0.31,0.351,-0.62,-0.579,1.96,1,2.63,NA,NA,NA
1009,Kuppers_Bayreuth,WLAND,Acer campestre,T,D,B,C3,N,0.79,1.98,0.288,0.267,-0.721,-0.742,2,0.98,2.24,NA,NA,NA
1010,Kuppers_Bayreuth,WLAND,Ribes uva crispa,S,D,B,C3,N,0.91,1.81,0.314,0.126,-0.824,-1.011,2.19,1,2.4,NA,NA,NA
1011,Lal_etal_Inceptisol,TROP_FOR,Aegle marmelos,T,D,B,,N,NA,2.06,0.286,0.345,-0.284,-0.225,NA,NA,NA,NA,NA,NA
1012,Lal_etal_Inceptisol,TROP_FOR,Amoora rohitika,T,E,B,,N,NA,1.61,0.258,-0.134,-0.585,-0.977,NA,NA,NA,NA,NA,NA
1013,Lal_etal_Inceptisol,TROP_FOR,Annona squamosa,T,E,B,,N,NA,1.74,0.501,0.241,-0.77,-1.03,NA,NA,NA,NA,NA,NA
1014,Lal_etal_Inceptisol,TROP_FOR,Anthocephalus cadamba,T,E,B,,N,NA,2.06,0.243,0.299,-0.721,-0.665,NA,NA,NA,NA,NA,NA
1015,Lal_etal_Inceptisol,TROP_FOR,Artocarpus heterophyllus,T,E,B,,N,NA,2.02,0.418,0.442,-0.721,-0.697,NA,NA,NA,NA,NA,NA
1016,Lal_etal_Inceptisol,TROP_FOR,Artocarpus lakoocha,T,D,B,,N,NA,1.96,0.299,0.262,-0.77,-0.806,NA,NA,NA,NA,NA,NA
1017,Lal_etal_Inceptisol,TROP_FOR,Azadirachta indica,T,D,B,,N,NA,1.9,0.484,0.382,-0.721,-0.824,NA,NA,NA,NA,NA,NA
1018,Lal_etal_Inceptisol,TROP_FOR,Bambusa bambos,T,D,B,,N,NA,1.79,0.362,0.156,-0.854,-1.06,NA,NA,NA,NA,NA,NA
1019,Lal_etal_Inceptisol,TROP_FOR,Bauhinia variegata,T,D,B,,Y,NA,1.88,0.479,0.361,-0.337,-0.455,NA,NA,NA,NA,NA,NA
1020,Lal_etal_Inceptisol,TROP_FOR,Bombax ceiba,T,D,B,,N,NA,2.06,0.204,0.266,-0.721,-0.659,NA,NA,NA,NA,NA,NA
1021,Lal_etal_Inceptisol,TROP_FOR,Bougainvellia spectabilis,S,E,B,,N,NA,1.83,0.436,0.263,-0.959,-1.132,NA,NA,NA,NA,NA,NA
1022,Lal_etal_Inceptisol,TROP_FOR,Carissa carundu,S,E,B,,N,NA,1.95,0.068,0.015,-0.824,-0.877,NA,NA,NA,NA,NA,NA
1023,Lal_etal_Inceptisol,TROP_FOR,Cassia fistula,T,D,B,,Y,NA,1.82,0.342,0.158,-0.77,-0.954,NA,NA,NA,NA,NA,NA
1024,Lal_etal_Inceptisol,TROP_FOR,Cordia dichotoma,T,D,B,,N,NA,2.06,0.326,0.387,-0.77,-0.709,NA,NA,NA,NA,NA,NA
1025,Lal_etal_Inceptisol,TROP_FOR,Crescentia cujete,T,E,B,,N,NA,1.83,0.301,0.134,-0.796,-0.963,NA,NA,NA,NA,NA,NA
1026,Lal_etal_Inceptisol,TROP_FOR,Dalbergia sissoo,T,D,B,,Y,NA,2.08,0.32,0.403,-0.745,-0.662,NA,NA,NA,NA,NA,NA
1027,Lal_etal_Inceptisol,TROP_FOR,Dillenia indica,T,E,B,,N,NA,1.96,0.134,0.097,-0.854,-0.891,NA,NA,NA,NA,NA,NA
1028,Lal_etal_Inceptisol,TROP_FOR,Diospyros embryopteris,T,E,B,,N,NA,2.01,0.212,0.22,-0.569,-0.56,NA,NA,NA,NA,NA,NA
1029,Lal_etal_Inceptisol,TROP_FOR,Eucalyptus globulus,T,E,B,C3,N,NA,2.16,0.104,0.265,-0.824,-0.663,NA,NA,NA,NA,NA,NA
1030,Lal_etal_Inceptisol,TROP_FOR,Ficus benghalensis,T,E,B,,N,NA,2.1,0.111,0.212,-0.959,-0.857,NA,NA,NA,NA,NA,NA
1031,Lal_etal_Inceptisol,TROP_FOR,Ficus carica,T,D,B,,N,NA,1.93,0.5,0.433,-0.678,-0.744,NA,NA,NA,NA,NA,NA
1032,Lal_etal_Inceptisol,TROP_FOR,Ficus religiosa,T,D,B,,N,NA,2.04,0.17,0.207,-0.921,-0.884,NA,NA,NA,NA,NA,NA
1033,Lal_etal_Inceptisol,TROP_FOR,Ficus rumphii,T,D,B,,N,NA,1.9,0.19,0.089,-0.886,-0.988,NA,NA,NA,NA,NA,NA
1034,Lal_etal_Inceptisol,TROP_FOR,Gardenia jasminoides,S,E,B,,N,NA,1.91,0.182,0.096,-0.77,-0.855,NA,NA,NA,NA,NA,NA
1035,Lal_etal_Inceptisol,TROP_FOR,Grewia asiatica,T,D,B,,N,NA,2.01,0.238,0.243,-0.553,-0.548,NA,NA,NA,NA,NA,NA
1036,Lal_etal_Inceptisol,TROP_FOR,Hamelia patens,S,E,B,,N,NA,1.82,0.524,0.345,-0.678,-0.856,NA,NA,NA,NA,NA,NA
1037,Lal_etal_Inceptisol,TROP_FOR,Hibiscus rosa-sinensis,S,E,B,,N,NA,1.67,0.35,0.019,-0.222,-0.553,NA,NA,NA,NA,NA,NA
1038,Lal_etal_Inceptisol,TROP_FOR,Holoptelia integrifolia,T,D,B,,N,NA,1.8,0.439,0.236,-0.796,-0.999,NA,NA,NA,NA,NA,NA
1039,Lal_etal_Inceptisol,TROP_FOR,Ixora alba,S,E,B,,N,NA,1.92,0.342,0.265,-0.569,-0.646,NA,NA,NA,NA,NA,NA
1040,Lal_etal_Inceptisol,TROP_FOR,Ixora coccinea,S,E,B,,N,NA,2.01,0.143,0.149,-0.824,-0.817,NA,NA,NA,NA,NA,NA
1041,Lal_etal_Inceptisol,TROP_FOR,Kigelia pinnata,T,D,B,,N,NA,2.04,0.228,0.266,-0.745,-0.707,NA,NA,NA,NA,NA,NA
1042,Lal_etal_Inceptisol,TROP_FOR,Lagerstroemia speciosa,T,D,B,,N,NA,1.94,0.307,0.249,-0.678,-0.736,NA,NA,NA,NA,NA,NA
1043,Lal_etal_Inceptisol,TROP_FOR,Litchi chinensis,T,E,B,,N,NA,2.11,0.152,0.263,-0.569,-0.458,NA,NA,NA,NA,NA,NA
1044,Lal_etal_Inceptisol,TROP_FOR,Madhuca indica,T,D,B,,N,NA,2.05,0.248,0.298,-0.921,-0.87,NA,NA,NA,NA,NA,NA
1045,Lal_etal_Inceptisol,TROP_FOR,Magnolia grandiflora,T,E,B,,N,NA,2.19,0.127,0.321,-0.921,-0.727,NA,NA,NA,NA,NA,NA
1046,Lal_etal_Inceptisol,TROP_FOR,Mallotus phillippensis,T,E,B,,N,NA,1.76,0.396,0.154,-0.398,-0.641,NA,NA,NA,NA,NA,NA
1047,Lal_etal_Inceptisol,TROP_FOR,Mangifera indica,T,E,B,,N,NA,2.13,0.225,0.357,-0.824,-0.692,NA,NA,NA,NA,NA,NA
1048,Lal_etal_Inceptisol,TROP_FOR,Mimusops elengi,T,E,B,,N,NA,2.1,0.223,0.321,-0.347,-0.248,NA,NA,NA,NA,NA,NA
1049,Lal_etal_Inceptisol,TROP_FOR,Mimusops hexendra,T,E,B,,N,NA,2.09,0.21,0.299,-0.602,-0.513,NA,NA,NA,NA,NA,NA
1050,Lal_etal_Inceptisol,TROP_FOR,Mitragyna parviflora,T,D,B,,N,NA,1.96,0.292,0.251,-0.886,-0.927,NA,NA,NA,NA,NA,NA
1051,Lal_etal_Inceptisol,TROP_FOR,Morus alba,T,D,B,,N,NA,1.83,0.307,0.136,-0.77,-0.942,NA,NA,NA,NA,NA,NA
1052,Lal_etal_Inceptisol,TROP_FOR,Nyctanthes arbor-tristis,T,D,B,,N,NA,1.99,0.23,0.222,-0.538,-0.546,NA,NA,NA,NA,NA,NA
1053,Lal_etal_Inceptisol,TROP_FOR,Polyalthia longifolia,T,E,B,,N,NA,1.81,0.326,0.133,-0.678,-0.871,NA,NA,NA,NA,NA,NA
1054,Lal_etal_Inceptisol,TROP_FOR,Polyalthia pendulosa,T,E,B,,N,NA,1.86,0.403,0.259,-0.62,-0.764,NA,NA,NA,NA,NA,NA
1055,Lal_etal_Inceptisol,TROP_FOR,Pongamia pinnata,T,D,B,,Y,NA,1.78,0.446,0.227,-0.824,-1.043,NA,NA,NA,NA,NA,NA
1056,Lal_etal_Inceptisol,TROP_FOR,Populus deltoides,T,D,B,C3,N,NA,2.01,0.382,0.394,-0.745,-0.733,NA,NA,NA,NA,NA,NA
1057,Lal_etal_Inceptisol,TROP_FOR,Psidium guajava,T,E,B,,N,NA,1.96,0.238,0.198,-0.678,-0.718,NA,NA,NA,NA,NA,NA
1058,Lal_etal_Inceptisol,TROP_FOR,Pterospermum acerifolia,T,E,B,,N,NA,1.98,0.155,0.136,-0.585,-0.604,NA,NA,NA,NA,NA,NA
1059,Lal_etal_Inceptisol,TROP_FOR,Quisqualis indica,S,E,B,,N,NA,1.61,0.464,0.072,-0.367,-0.758,NA,NA,NA,NA,NA,NA
1060,Lal_etal_Inceptisol,TROP_FOR,Sapindus mykorossi,T,D,B,,N,NA,1.72,0.479,0.198,-0.432,-0.712,NA,NA,NA,NA,NA,NA
1061,Lal_etal_Inceptisol,TROP_FOR,Saraca indica,T,E,B,,Y,NA,1.95,0.31,0.256,-0.678,-0.731,NA,NA,NA,NA,NA,NA
1062,Lal_etal_Inceptisol,TROP_FOR,Schleichera oleosa,T,D,B,,N,NA,1.91,0.253,0.163,-0.284,-0.374,NA,NA,NA,NA,NA,NA
1063,Lal_etal_Inceptisol,TROP_FOR,Semecarpus anacardium,T,D,B,,N,NA,1.83,0.262,0.09,-0.538,-0.71,NA,NA,NA,NA,NA,NA
1064,Lal_etal_Inceptisol,TROP_FOR,Spathodea companulata,T,E,B,,N,NA,2.02,0.286,0.301,-0.77,-0.754,NA,NA,NA,NA,NA,NA
1065,Lal_etal_Inceptisol,TROP_FOR,Spondias mangifera,T,D,B,,N,NA,1.89,0.246,0.133,-0.824,-0.936,NA,NA,NA,NA,NA,NA
1066,Lal_etal_Inceptisol,TROP_FOR,Sterculia alata,T,D,B,,N,NA,1.94,0.358,0.3,-0.699,-0.757,NA,NA,NA,NA,NA,NA
1067,Lal_etal_Inceptisol,TROP_FOR,Sterculia colorata,T,D,B,,N,NA,1.95,0.217,0.166,-0.745,-0.796,NA,NA,NA,NA,NA,NA
1068,Lal_etal_Inceptisol,TROP_FOR,Strychnos nuxvomica,T,D,B,,N,NA,1.9,0.418,0.322,-0.959,-1.054,NA,NA,NA,NA,NA,NA
1069,Lal_etal_Inceptisol,TROP_FOR,Swietinia mahogoni,T,D,B,,N,NA,1.93,0.182,0.11,-1.046,-1.117,NA,NA,NA,NA,NA,NA
1070,Lal_etal_Inceptisol,TROP_FOR,Syzygium jambos,T,E,B,,N,NA,2.06,0.13,0.193,-1.046,-0.984,NA,NA,NA,NA,NA,NA
